CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,OnlineSecurity,TechSupport,PaymentMethod,CallDuration,Complaints,RechargeFrequency,Churn,ChurnProbability,Segment
CUST-02012,Male,0,9,99.29,885.67,Month-to-Month,DSL,Yes,No,Electronic Check,119.3,1,4,0,0.373,Dormant
CUST-02013,Female,0,52,80.15,4020.53,Month-to-Month,DSL,Yes,Yes,Electronic Check,120.3,4,2,0,0.3487,Dormant
CUST-02014,Male,0,45,29.82,1150.68,One Year,Fiber Optic,Yes,Yes,Bank Transfer,171.3,1,2,0,0.1425,Loyal
CUST-02015,Female,0,5,47.73,220.73,Two Year,Fiber Optic,No,No,Electronic Check,564.3,1,4,1,0.6118,At Risk
CUST-02016,Male,1,23,116.82,2587.68,Month-to-Month,DSL,Yes,Yes,Credit Card,358.2,2,9,0,0.2341,Dormant
CUST-02017,Male,0,1,50.58,51.06,One Year,No,No Internet Service,No Internet Service,Mailed Check,270.8,1,6,0,0.222,Dormant
CUST-02018,Female,0,43,27.51,1109.14,Two Year,Fiber Optic,No,No,Bank Transfer,351.4,1,3,0,0.1097,Loyal
CUST-02019,Male,0,4,90.17,375.83,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,33.3,0,7,1,0.5916,At Risk
CUST-02020,Female,0,1,92.87,83.99,Two Year,DSL,No,Yes,Credit Card,540.0,0,5,0,0.2219,Dormant
CUST-02021,Female,0,12,47.12,564.83,Month-to-Month,DSL,No,No,Electronic Check,333.4,1,1,1,0.577,At Risk
CUST-02022,Female,0,20,48.36,903.18,One Year,DSL,No,Yes,Electronic Check,287.4,1,5,0,0.2306,Dormant
CUST-02023,Female,1,46,65.83,2868.29,Month-to-Month,DSL,Yes,No,Electronic Check,566.7,3,3,0,0.2934,Dormant
CUST-02024,Male,0,72,20.22,1471.13,Month-to-Month,Fiber Optic,No,No,Electronic Check,446.3,2,3,0,0.3326,Dormant
CUST-02025,Male,0,13,98.51,1164.4,Month-to-Month,DSL,No,No,Mailed Check,222.3,2,6,0,0.5198,At Risk
CUST-02026,Male,0,1,50.34,43.76,Two Year,Fiber Optic,Yes,No,Bank Transfer,563.6,1,4,1,0.6903,At Risk
CUST-02027,Female,0,33,105.08,3308.31,Two Year,DSL,Yes,No,Electronic Check,515.6,1,5,0,0.1598,Loyal
CUST-02028,Female,1,19,99.87,1813.58,Month-to-Month,DSL,Yes,Yes,Bank Transfer,574.1,0,8,0,0.4047,Dormant
CUST-02029,Male,0,14,85.46,1207.73,Two Year,No,No Internet Service,No Internet Service,Bank Transfer,84.8,3,5,0,0.2321,Dormant
CUST-02030,Female,0,8,51.14,426.98,One Year,No,No Internet Service,No Internet Service,Credit Card,574.5,2,7,1,0.641,At Risk
CUST-02031,Male,0,16,70.66,973.48,Two Year,Fiber Optic,Yes,No,Electronic Check,339.4,1,4,1,0.2663,Dormant
CUST-02032,Female,0,9,63.37,552.27,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,413.2,4,7,1,0.7664,At Risk
CUST-02033,Male,0,33,52.57,1710.97,Month-to-Month,Fiber Optic,No,No,Electronic Check,151.0,2,7,0,0.4728,Dormant
CUST-02034,Female,0,18,104.51,1969.9,One Year,Fiber Optic,Yes,No,Mailed Check,110.0,3,6,0,0.3109,Dormant
CUST-02035,Female,0,50,67.32,3495.65,Month-to-Month,No,No Internet Service,No Internet Service,Mailed Check,75.3,1,7,0,0.129,Loyal
CUST-02036,Male,0,18,102.94,1839.0,Month-to-Month,DSL,No,No,Mailed Check,270.7,3,6,1,0.7974,At Risk
CUST-02037,Male,0,6,28.73,164.51,Month-to-Month,DSL,No,Yes,Electronic Check,156.2,3,5,1,0.7306,At Risk
CUST-02038,Male,0,45,32.38,1285.61,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,76.5,2,6,1,0.7664,At Risk
CUST-02039,Male,0,19,117.69,2072.51,Month-to-Month,Fiber Optic,Yes,Yes,Electronic Check,574.4,3,7,0,0.2962,Dormant
CUST-02040,Male,0,5,77.95,376.9,Two Year,DSL,No,Yes,Mailed Check,448.0,0,3,0,0.1124,Loyal
CUST-02041,Female,0,23,70.0,1602.01,Month-to-Month,DSL,No,No,Electronic Check,325.2,3,4,0,0.4262,Dormant
CUST-02042,Female,0,10,71.36,697.24,Month-to-Month,Fiber Optic,No,No,Bank Transfer,453.7,2,6,0,0.5351,At Risk
CUST-02043,Female,0,44,39.96,1745.62,One Year,Fiber Optic,No,No,Bank Transfer,378.5,3,3,1,0.7053,At Risk
CUST-02044,Male,0,14,91.31,1278.3400000000001,One Year,Fiber Optic,No,Yes,Bank Transfer,131.5,1,6,1,0.7551,At Risk
CUST-02045,Female,1,31,26.65,822.45,One Year,No,No Internet Service,No Internet Service,Credit Card,391.1,2,6,1,0.5079,At Risk
CUST-02046,Female,0,2,76.48,134.41,Two Year,Fiber Optic,Yes,No,Bank Transfer,418.2,2,7,0,0.2478,Dormant
CUST-02047,Male,0,12,76.22,807.19,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,165.4,1,3,1,0.7368,At Risk
CUST-02048,Female,0,72,111.25,7069.36,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,212.5,2,3,1,0.7101,At Risk
CUST-02049,Female,0,39,71.67,2873.88,Two Year,No,No Internet Service,No Internet Service,Credit Card,248.5,2,4,0,0.1657,Loyal
CUST-02050,Male,0,4,31.98,110.68,Two Year,Fiber Optic,Yes,No,Bank Transfer,373.5,1,7,1,0.4958,Dormant
CUST-02051,Male,1,7,76.42,540.45,One Year,Fiber Optic,Yes,No,Bank Transfer,102.3,0,5,1,0.5315,At Risk
CUST-02052,Male,0,9,27.32,220.48,Month-to-Month,Fiber Optic,No,No,Bank Transfer,453.8,2,8,1,0.823,At Risk
CUST-02053,Male,1,25,38.79,915.14,Month-to-Month,Fiber Optic,No,No,Electronic Check,227.2,0,4,1,0.5382,At Risk
CUST-02054,Female,0,33,21.17,721.8,Month-to-Month,DSL,No,No,Credit Card,424.3,2,5,1,0.6565,At Risk
CUST-02055,Female,0,33,70.36,2245.69,One Year,Fiber Optic,No,Yes,Electronic Check,561.7,0,4,0,0.1197,Loyal
CUST-02056,Female,0,17,26.62,403.68,Month-to-Month,DSL,No,Yes,Mailed Check,525.8,0,8,0,0.1615,Loyal
CUST-02057,Male,0,39,65.88,2329.91,Month-to-Month,DSL,No,No,Electronic Check,450.4,1,2,0,0.2388,Dormant
CUST-02058,Male,0,13,113.16,1521.23,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,140.2,2,8,0,0.5219,At Risk
CUST-02059,Female,1,3,91.42,256.55,Month-to-Month,No,No Internet Service,No Internet Service,Mailed Check,447.3,1,1,1,0.6525,At Risk
CUST-02060,Female,1,19,25.9,476.06,Month-to-Month,DSL,Yes,No,Mailed Check,392.4,3,5,1,0.7319,At Risk
CUST-02061,Male,1,72,40.87,2771.93,Month-to-Month,DSL,No,No,Bank Transfer,470.4,2,5,0,0.2263,Dormant
CUST-02062,Female,0,37,86.71,2969.86,One Year,Fiber Optic,No,No,Mailed Check,525.2,1,2,1,0.6076,At Risk
CUST-02063,Female,0,20,109.26,1955.0,Month-to-Month,Fiber Optic,No,No,Electronic Check,207.5,0,6,0,0.1735,Loyal
CUST-02064,Male,0,24,21.36,506.1,One Year,DSL,No,Yes,Bank Transfer,397.3,3,9,1,0.5366,At Risk
CUST-02065,Male,0,64,100.87,6414.68,Month-to-Month,DSL,No,Yes,Bank Transfer,186.8,1,3,0,0.2122,Dormant
CUST-02066,Female,0,13,75.31,886.0,Month-to-Month,Fiber Optic,No,No,Mailed Check,227.4,1,6,0,0.2434,Dormant
CUST-02067,Male,0,9,73.7,668.48,One Year,No,No Internet Service,No Internet Service,Bank Transfer,326.8,2,3,1,0.6746,At Risk
CUST-02068,Male,0,72,115.7,8504.56,Month-to-Month,DSL,Yes,No,Mailed Check,277.5,2,4,0,0.17,Loyal
CUST-02069,Male,0,47,94.26,4581.45,One Year,DSL,Yes,No,Electronic Check,372.4,0,5,0,0.0724,Loyal
CUST-02070,Male,0,9,104.71,831.42,One Year,Fiber Optic,Yes,No,Mailed Check,462.5,0,1,1,0.6632,At Risk
CUST-02071,Female,0,14,54.11,689.96,Two Year,DSL,Yes,Yes,Electronic Check,374.9,2,5,0,0.3326,Dormant
CUST-02072,Female,0,12,74.55,914.34,Month-to-Month,DSL,No,No,Bank Transfer,582.8,1,6,1,0.6121,At Risk
CUST-02073,Male,0,3,80.77,215.59,Month-to-Month,Fiber Optic,No,No,Mailed Check,450.7,2,1,1,0.9551,At Risk
CUST-02074,Female,0,72,50.8,3111.5,One Year,No,No Internet Service,No Internet Service,Electronic Check,591.5,1,1,0,0.0964,Loyal
CUST-02075,Female,0,12,76.17,936.13,Month-to-Month,DSL,No,Yes,Mailed Check,453.8,1,2,0,0.2768,Dormant
CUST-02076,Female,0,49,42.14,1889.95,Month-to-Month,Fiber Optic,No,Yes,Credit Card,319.5,0,10,0,0.1274,Loyal
CUST-02077,Male,0,5,32.62,152.16,One Year,Fiber Optic,Yes,No,Electronic Check,264.3,1,4,0,0.2815,Dormant
CUST-02078,Male,0,19,56.14,1001.88,Month-to-Month,No,No Internet Service,No Internet Service,Credit Card,449.3,2,6,1,0.5981,At Risk
CUST-02079,Female,0,1,93.41,95.25,Month-to-Month,DSL,No,No,Credit Card,421.7,1,7,1,0.7888,At Risk
CUST-02080,Female,0,34,111.45,3476.98,One Year,Fiber Optic,Yes,Yes,Bank Transfer,411.2,1,3,0,0.1345,Loyal
CUST-02081,Male,0,20,64.69,1330.62,Two Year,No,No Internet Service,No Internet Service,Credit Card,441.4,2,6,0,0.1285,Loyal
CUST-02082,Male,0,23,83.57,1870.96,Two Year,No,No Internet Service,No Internet Service,Mailed Check,527.1,1,3,1,0.4957,Dormant
CUST-02083,Male,0,1,28.51,27.24,Month-to-Month,Fiber Optic,No,No,Mailed Check,159.8,1,8,1,0.7167,At Risk
CUST-02084,Female,0,5,110.26,504.51,One Year,Fiber Optic,No,No,Credit Card,352.0,1,11,0,0.2872,Dormant
CUST-02085,Female,0,1,76.0,68.3,Month-to-Month,Fiber Optic,No,No,Mailed Check,373.9,2,4,1,0.8015,At Risk
CUST-02086,Male,0,8,97.59,761.05,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,196.9,2,2,1,0.8965,At Risk
CUST-02087,Male,0,23,99.03,2139.61,Two Year,Fiber Optic,Yes,No,Electronic Check,593.1,0,7,0,0.0695,Loyal
CUST-02088,Female,0,20,44.16,911.55,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,477.8,0,4,1,0.5746,At Risk
CUST-02089,Female,0,22,71.98,1501.73,Month-to-Month,No,No Internet Service,No Internet Service,Mailed Check,213.1,5,2,1,0.6849,At Risk
CUST-02090,Male,0,19,115.97,2098.46,Two Year,Fiber Optic,Yes,No,Electronic Check,234.3,1,5,0,0.0983,Loyal
CUST-02091,Female,0,7,27.14,177.32,Two Year,Fiber Optic,Yes,No,Credit Card,439.4,2,5,1,0.5025,At Risk
CUST-02092,Female,1,6,87.67,530.15,Two Year,No,No Internet Service,No Internet Service,Mailed Check,36.6,0,5,0,0.2844,Dormant
CUST-02093,Male,0,3,116.15,325.79,Two Year,No,No Internet Service,No Internet Service,Bank Transfer,294.5,1,2,0,0.5859,At Risk
CUST-02094,Female,0,45,48.66,1979.2,One Year,Fiber Optic,No,No,Electronic Check,225.6,0,7,0,0.0451,Loyal
CUST-02095,Male,0,23,105.87,2489.57,Month-to-Month,Fiber Optic,No,No,Electronic Check,516.8,2,5,1,0.8814,At Risk
CUST-02096,Female,0,4,113.23,439.05,One Year,Fiber Optic,No,No,Electronic Check,481.0,5,8,1,0.5526,At Risk
CUST-02097,Female,0,4,94.2,364.86,Month-to-Month,DSL,No,No,Mailed Check,219.3,0,5,0,0.2098,Dormant
CUST-02098,Female,0,49,41.6,1981.66,Month-to-Month,DSL,Yes,Yes,Bank Transfer,522.9,1,7,0,0.1045,Loyal
CUST-02099,Female,0,32,52.07,1655.86,Two Year,Fiber Optic,No,No,Bank Transfer,550.8,1,3,0,0.2331,Dormant
CUST-02100,Male,1,25,21.65,493.95,Month-to-Month,DSL,No,No,Electronic Check,344.9,0,4,0,0.2879,Dormant
CUST-02101,Female,0,12,102.81,1057.01,Month-to-Month,Fiber Optic,Yes,No,Credit Card,120.8,3,6,1,0.6943,At Risk
CUST-02102,Female,0,7,104.66,741.5,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,469.1,1,5,1,0.5337,At Risk
CUST-02103,Male,1,72,82.54,5204.66,Month-to-Month,Fiber Optic,No,No,Electronic Check,212.0,2,4,0,0.1794,Loyal
CUST-02104,Female,0,38,53.96,2038.92,Two Year,DSL,No,No,Credit Card,330.6,1,3,0,0.1084,Loyal
CUST-02105,Female,0,8,25.83,179.05,One Year,DSL,Yes,Yes,Electronic Check,56.0,3,5,0,0.3685,Dormant
CUST-02106,Male,0,45,94.81,3946.73,One Year,DSL,Yes,Yes,Bank Transfer,315.1,3,6,0,0.2404,Dormant
CUST-02107,Female,0,34,92.11,2701.46,One Year,DSL,No,No,Electronic Check,246.8,1,3,0,0.1691,Loyal
CUST-02108,Female,0,8,111.09,848.23,One Year,No,No Internet Service,No Internet Service,Electronic Check,421.1,1,6,1,0.6602,At Risk
CUST-02109,Male,1,13,92.51,1179.33,Two Year,DSL,No,Yes,Bank Transfer,53.2,3,6,0,0.2825,Dormant
CUST-02110,Female,0,4,102.53,362.66,One Year,DSL,Yes,Yes,Electronic Check,386.2,1,5,1,0.7387,At Risk
CUST-02111,Male,0,2,94.09,173.94,Two Year,DSL,No,Yes,Electronic Check,470.0,2,4,0,0.4564,Dormant
CUST-02112,Male,1,30,82.33,2469.9,Two Year,Fiber Optic,Yes,No,Mailed Check,37.3,2,3,0,0.2058,Dormant
CUST-02113,Male,0,7,61.55,404.34,Two Year,Fiber Optic,Yes,No,Electronic Check,457.5,2,3,0,0.3509,Dormant
CUST-02114,Female,0,41,110.02,4558.22,One Year,DSL,No,Yes,Credit Card,104.2,0,4,0,0.2598,Dormant
CUST-02115,Female,0,72,84.4,6292.14,Two Year,No,No Internet Service,No Internet Service,Credit Card,427.9,2,7,0,0.237,Dormant
CUST-02116,Male,1,1,58.63,61.26,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,289.5,0,6,0,0.1749,Loyal
CUST-02117,Male,0,15,26.51,409.45,Two Year,DSL,No,No,Electronic Check,344.6,0,3,1,0.4594,Dormant
CUST-02118,Female,0,38,47.65,1654.04,Two Year,Fiber Optic,Yes,Yes,Mailed Check,222.3,1,7,1,0.3929,Dormant
CUST-02119,Male,0,37,73.46,2833.58,Two Year,Fiber Optic,Yes,No,Bank Transfer,169.9,2,6,0,0.1042,Loyal
CUST-02120,Female,0,34,46.11,1587.3,Two Year,DSL,Yes,Yes,Electronic Check,70.5,1,5,0,0.2672,Dormant
CUST-02121,Female,1,10,40.57,412.77,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,522.9,3,3,1,0.7372,At Risk
CUST-02122,Female,0,14,71.79,857.35,Month-to-Month,DSL,No,No,Credit Card,377.9,0,6,0,0.3046,Dormant
CUST-02123,Female,0,21,35.32,772.02,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,590.2,1,2,0,0.2739,Dormant
CUST-02124,Male,1,72,99.64,7214.38,Two Year,Fiber Optic,No,Yes,Bank Transfer,514.8,4,6,0,0.4248,Dormant
CUST-02125,Female,0,9,67.41,608.87,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,525.7,2,6,1,0.7654,At Risk
CUST-02126,Female,0,61,76.53,4044.2,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,370.8,2,4,0,0.2657,Dormant
CUST-02127,Female,0,7,33.03,207.28,One Year,DSL,No,Yes,Electronic Check,76.1,0,7,0,0.2845,Dormant
CUST-02128,Male,0,72,51.11,3836.14,One Year,DSL,No,No,Credit Card,550.6,1,6,1,0.3989,Dormant
CUST-02129,Female,0,26,59.83,1478.01,Two Year,Fiber Optic,No,No,Electronic Check,97.2,1,4,0,0.2322,Dormant
CUST-02130,Male,1,14,100.44,1307.13,One Year,DSL,No,Yes,Credit Card,324.8,4,4,1,0.8122,At Risk
CUST-02131,Male,0,22,96.56,2162.53,Two Year,DSL,Yes,Yes,Mailed Check,518.4,1,5,0,0.0849,Loyal
CUST-02132,Male,0,7,40.74,247.38,One Year,Fiber Optic,No,No,Bank Transfer,299.3,2,4,0,0.4007,Dormant
CUST-02133,Female,0,7,80.85,528.25,Two Year,DSL,No,Yes,Credit Card,124.4,0,7,0,0.1648,Loyal
CUST-02134,Female,0,2,42.83,79.25,Month-to-Month,Fiber Optic,Yes,Yes,Electronic Check,242.7,2,6,1,0.8255,At Risk
CUST-02135,Female,0,2,118.8,218.58,Month-to-Month,DSL,Yes,No,Electronic Check,593.4,2,3,1,0.6931,At Risk
CUST-02136,Female,0,10,115.12,1049.36,Two Year,DSL,No,Yes,Credit Card,599.9,1,4,0,0.2933,Dormant
CUST-02137,Male,1,34,75.45,2288.29,One Year,Fiber Optic,No,No,Mailed Check,435.2,1,5,0,0.0962,Loyal
CUST-02138,Female,0,22,89.29,1737.66,One Year,DSL,No,Yes,Bank Transfer,536.2,1,7,0,0.2617,Dormant
CUST-02139,Male,0,2,99.75,195.13,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,55.2,2,4,1,0.723,At Risk
CUST-02140,Female,0,45,91.54,4258.86,Month-to-Month,DSL,No,No,Bank Transfer,187.3,1,5,0,0.1355,Loyal
CUST-02141,Female,1,22,89.38,1871.52,One Year,Fiber Optic,Yes,No,Electronic Check,240.3,2,7,0,0.2585,Dormant
CUST-02142,Female,0,72,115.77,7581.87,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,36.8,2,8,1,0.4262,Dormant
CUST-02143,Female,0,26,78.84,1807.61,Month-to-Month,DSL,No,Yes,Electronic Check,244.9,2,10,0,0.3515,Dormant
CUST-02144,Male,0,4,82.9,336.92,Month-to-Month,Fiber Optic,No,No,Mailed Check,83.0,3,4,1,0.8133,At Risk
CUST-02145,Male,1,15,104.63,1638.97,One Year,No,No Internet Service,No Internet Service,Electronic Check,324.9,1,5,1,0.4373,Dormant
CUST-02146,Female,0,25,86.33,2158.25,One Year,DSL,No,No,Bank Transfer,32.5,1,2,1,0.4878,Dormant
CUST-02147,Male,0,1,92.76,84.24,Two Year,No,No Internet Service,No Internet Service,Electronic Check,184.2,0,3,0,0.2604,Dormant
CUST-02148,Male,0,1,41.89,40.65,One Year,DSL,No,No,Mailed Check,523.8,0,6,1,0.3559,Dormant
CUST-02149,Male,0,3,55.87,168.46,Two Year,DSL,No,Yes,Bank Transfer,151.4,3,2,1,0.7805,At Risk
CUST-02150,Female,0,6,33.02,186.45,One Year,Fiber Optic,No,No,Electronic Check,67.0,1,6,1,0.6583,At Risk
CUST-02151,Male,0,13,69.59,882.97,One Year,DSL,Yes,No,Credit Card,172.3,1,4,0,0.1729,Loyal
CUST-02152,Male,0,16,64.48,1024.78,Month-to-Month,Fiber Optic,Yes,Yes,Bank Transfer,501.7,1,3,0,0.4164,Dormant
CUST-02153,Female,1,3,119.71,374.26,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,364.7,3,6,0,0.3272,Dormant
CUST-02154,Female,1,26,80.34,1844.46,One Year,No,No Internet Service,No Internet Service,Electronic Check,364.1,2,5,1,0.6575,At Risk
CUST-02155,Male,0,21,98.22,2164.67,Month-to-Month,Fiber Optic,No,No,Bank Transfer,30.3,1,8,1,0.6122,At Risk
CUST-02156,Male,0,8,52.07,386.75,Two Year,No,No Internet Service,No Internet Service,Electronic Check,299.1,1,3,0,0.2044,Dormant
CUST-02157,Male,0,1,102.82,102.27,One Year,Fiber Optic,No,No,Credit Card,181.4,1,5,0,0.2928,Dormant
CUST-02158,Male,0,1,80.74,77.87,Two Year,DSL,Yes,Yes,Electronic Check,221.6,1,8,0,0.2896,Dormant
CUST-02159,Male,0,11,89.09,928.38,Two Year,Fiber Optic,Yes,No,Electronic Check,371.3,1,6,1,0.639,At Risk
CUST-02160,Female,0,4,48.03,190.12,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,528.4,0,7,0,0.2892,Dormant
CUST-02161,Female,0,11,73.96,755.92,Month-to-Month,Fiber Optic,Yes,No,Credit Card,133.5,3,6,0,0.5376,At Risk
CUST-02162,Female,0,23,82.67,1664.16,One Year,Fiber Optic,No,No,Bank Transfer,467.9,1,4,0,0.2194,Dormant
CUST-02163,Male,0,19,78.09,1406.23,Month-to-Month,Fiber Optic,No,No,Electronic Check,57.9,0,9,0,0.2132,Dormant
CUST-02164,Female,0,6,111.35,637.62,Month-to-Month,Fiber Optic,Yes,Yes,Credit Card,216.2,2,5,0,0.4862,Dormant
CUST-02165,Male,0,10,109.62,976.04,Two Year,No,No Internet Service,No Internet Service,Electronic Check,154.8,2,2,1,0.7008,At Risk
CUST-02166,Female,0,22,117.04,2670.47,Two Year,Fiber Optic,No,No,Bank Transfer,551.9,1,3,0,0.2149,Dormant
CUST-02167,Female,1,47,86.08,3622.96,Two Year,DSL,No,No,Bank Transfer,131.5,4,3,0,0.3202,Dormant
CUST-02168,Male,0,33,117.14,3602.16,One Year,Fiber Optic,Yes,Yes,Credit Card,359.8,2,9,0,0.2079,Dormant
CUST-02169,Female,0,19,102.91,1722.58,Month-to-Month,DSL,No,No,Mailed Check,123.9,2,6,1,0.8121,At Risk
CUST-02170,Male,0,10,45.62,436.66,One Year,No,No Internet Service,No Internet Service,Mailed Check,299.9,0,3,1,0.491,Dormant
CUST-02171,Female,0,10,61.6,561.5,Month-to-Month,DSL,Yes,Yes,Bank Transfer,265.6,2,5,0,0.4532,Dormant
CUST-02172,Male,1,50,42.32,2005.66,One Year,DSL,No,No,Mailed Check,53.6,3,6,0,0.2239,Dormant
CUST-02173,Male,0,1,18.43,16.49,Month-to-Month,DSL,No,Yes,Electronic Check,500.7,0,7,1,0.5972,At Risk
CUST-02174,Female,0,72,37.18,2304.21,Two Year,DSL,No,Yes,Bank Transfer,319.15,0,8,0,0.039,Loyal
CUST-02175,Male,0,26,18.41,481.46,Two Year,Fiber Optic,No,Yes,Bank Transfer,319.15,3,3,0,0.2209,Dormant
CUST-02176,Female,0,27,91.42,2414.57,One Year,Fiber Optic,Yes,No,Mailed Check,380.0,3,6,0,0.3061,Dormant
CUST-02177,Male,1,1,61.4,56.37,Two Year,No,No Internet Service,No Internet Service,Electronic Check,236.7,1,2,0,0.2607,Dormant
CUST-02178,Female,0,22,49.88,943.18,Month-to-Month,Fiber Optic,No,No,Electronic Check,319.15,2,5,0,0.2863,Dormant
CUST-02179,Female,0,15,95.7,1468.68,Month-to-Month,DSL,No,No,Bank Transfer,424.7,3,8,0,0.365,Dormant
CUST-02180,Female,0,2,102.91,181.94,Two Year,Fiber Optic,No,Yes,Bank Transfer,81.6,3,5,0,0.4522,Dormant
CUST-02181,Male,0,7,117.48,852.09,Two Year,Fiber Optic,Yes,No,Credit Card,511.2,5,2,1,0.5159,At Risk
CUST-02182,Male,0,53,83.49,4184.78,One Year,Fiber Optic,No,No,Bank Transfer,132.3,4,3,0,0.3438,Dormant
CUST-02183,Male,0,19,65.08,1135.22,Month-to-Month,Fiber Optic,No,No,Bank Transfer,129.2,2,6,1,0.735,At Risk
CUST-02184,Male,0,12,49.14,588.71,Two Year,DSL,Yes,Yes,Electronic Check,448.2,1,5,0,0.1694,Loyal
CUST-02185,Female,0,1,40.68,41.71,Month-to-Month,Fiber Optic,Yes,Yes,Electronic Check,134.5,1,9,0,0.501,At Risk
CUST-02186,Female,1,30,39.72,1101.21,One Year,Fiber Optic,Yes,No,Bank Transfer,99.8,3,5,0,0.2535,Dormant
CUST-02187,Female,0,29,59.74,1613.73,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,221.3,0,5,1,0.5608,At Risk
CUST-02188,Female,0,22,119.16,2455.4,Two Year,No,No Internet Service,No Internet Service,Credit Card,508.1,2,5,0,0.2491,Dormant
CUST-02189,Female,0,17,18.09,318.13,Month-to-Month,Fiber Optic,Yes,No,Credit Card,130.8,0,9,0,0.2081,Dormant
CUST-02190,Female,0,13,38.12,489.87,Two Year,Fiber Optic,No,Yes,Mailed Check,223.3,1,5,0,0.0983,Loyal
CUST-02191,Male,0,21,37.22,703.09,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,193.2,0,5,0,0.1949,Loyal
CUST-02192,Female,0,6,91.15,485.1,Month-to-Month,DSL,Yes,No,Mailed Check,233.0,1,8,0,0.3442,Dormant
CUST-02193,Female,0,68,53.95,3287.34,Two Year,Fiber Optic,No,No,Bank Transfer,437.1,1,4,0,0.0703,Loyal
CUST-02194,Female,0,21,64.64,1225.38,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,261.1,1,3,0,0.2433,Dormant
CUST-02195,Male,0,8,33.16,237.7,One Year,Fiber Optic,Yes,No,Electronic Check,463.0,0,8,1,0.3149,Dormant
CUST-02196,Male,0,14,59.31,815.15,Month-to-Month,Fiber Optic,Yes,No,Credit Card,395.0,2,5,1,0.7803,At Risk
CUST-02197,Male,0,39,28.53,971.57,Two Year,No,No Internet Service,No Internet Service,Bank Transfer,235.8,1,8,0,0.0935,Loyal
CUST-02198,Female,0,4,72.37,268.48,Month-to-Month,DSL,No,Yes,Electronic Check,276.4,5,6,1,0.7514,At Risk
CUST-02199,Female,1,8,27.99,218.32,Month-to-Month,DSL,No,No,Electronic Check,431.1,2,3,0,0.6087,At Risk
CUST-02200,Male,1,27,98.63,2418.47,One Year,No,No Internet Service,No Internet Service,Mailed Check,334.8,1,3,0,0.1196,Loyal
CUST-02201,Female,0,9,75.79,588.7,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,525.0,3,6,0,0.5775,At Risk
CUST-02202,Male,0,37,91.84,2943.98,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,561.9,1,5,1,0.5935,At Risk
CUST-02203,Male,0,3,60.69,159.35,One Year,No,No Internet Service,No Internet Service,Electronic Check,439.1,1,5,1,0.3801,Dormant
CUST-02204,Male,0,34,56.91,1968.16,One Year,DSL,Yes,Yes,Credit Card,593.8,0,4,0,0.1401,Loyal
CUST-02205,Female,1,1,28.02,27.5,Month-to-Month,DSL,Yes,Yes,Electronic Check,370.0,0,4,0,0.2914,Dormant
CUST-02206,Female,0,1,71.43,61.64,One Year,No,No Internet Service,No Internet Service,Mailed Check,52.7,3,6,0,0.3217,Dormant
CUST-02207,Male,0,54,70.48,3532.71,Two Year,No,No Internet Service,No Internet Service,Electronic Check,317.8,0,5,0,0.0049,Loyal
CUST-02208,Female,0,20,65.75,1191.02,Month-to-Month,DSL,No,No,Bank Transfer,161.1,0,2,0,0.2699,Dormant
CUST-02209,Male,0,10,93.53,903.13,One Year,DSL,No,No,Bank Transfer,220.2,3,6,0,0.3714,Dormant
CUST-02210,Female,0,6,102.92,589.46,One Year,DSL,Yes,Yes,Credit Card,309.3,0,7,1,0.6413,At Risk
CUST-02211,Female,0,23,94.58,2058.36,Month-to-Month,DSL,No,No,Bank Transfer,198.2,2,6,1,0.5724,At Risk
CUST-02212,Female,0,17,32.67,507.02,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,206.5,0,5,0,0.136,Loyal
CUST-02213,Male,0,72,81.45,5146.36,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,259.1,0,10,1,0.3823,Dormant
CUST-02214,Female,0,72,26.19,1882.8,Two Year,Fiber Optic,No,No,Bank Transfer,193.3,3,5,1,0.6145,At Risk
